RoadName,RouteType,RoadKey
FARNHAM DR,County,9351947060089827
RAMP 3 FR MD 109 EB TO RAMP 2 (TO IS270),Ramp,8088295194632246
APRIL LA,County,624956326194565
BEL PRE RD,UNKNOWN,1492836286993597
HERMITAGE AVE,UNKNOWN,9274517669676218
SINGLETON DR,County,6531878144605923
BALTIMORE RD (AHEAD),County,391846321849524
MARENGO RD,County,5147634815572011
KOHLER RD,County,5732540740158881
CARVEL RD,County,2768842259622149
DURBIN RD,County,278882505583790
RESERVE CHAMPION DR,Other Public Roadway,9181852277266972
LITTLE BENNETT DR,County,7915877915256119
LAWLAND CT,County,1763342256580502
PAULA DR,County,7349625594223455
BROAD ST,County,9613159663372649
RAMP 9 FR RAMP 4 (FR IS270) TO MD 118 EB,Ramp,1584281257978205
VALLEY DR,County,2071651289810755
KRAFT DR,County,5015594964492466
ENT TO DEMOCRACY PLAZA,UNKNOWN,5942458056032005
FAIRLAND PARK DR,County,8083719097117992
SILO INN DR,County,4893621275113017
CLARKSBURG RD (BACK),Maryland (State),7478618735345225
ROBEY TER,UNKNOWN,3795057416032028
EXIT #34,UNKNOWN,6734471929870050
NORTH GATE LA,County,8652812236082062
OXFORD ST,Municipality,7490544442044479
HALPINE RD,Other Public Roadway,6151242293416939
RAMP 7 FR US 29 WB TO MD 650 SB,Ramp,8007426660854667
OLNEY LIBRARY,UNKNOWN,7830710868956944
ALCOTT PL,UNKNOWN,4629675746929211
BRANDON WAY RD,County,9151021043041188
SOVEREIGN CT,County,6197615048798465
SCHUYLER RD,County,5750518456510275
SIEVER CT,County,1741371320868951
ALBEMARLE ST,County,2520122968841172
SUGARLOAF CHAPEL DR,UNKNOWN,7623649124032776
RODMAN RD,County,4384957719367235
JULEP AVE,County,299917190124450
LAKE WINDS WAY,County,9211504065882940
MARGOT DR,County,5989955382642744
SONATA WAY,UNKNOWN,4970183264157793
RAMP 4 FR IS 495 NB TO MD 190 EB,Ramp,1135855715065019
VIRGINIA AVE,County,5031978967271197
HOLLY GROVE RD (AHEAD),Other Public Roadway,1350619072227557
RAMP 7 FR RP 2 (FR MD200 WB) TO US 29 SB,Ramp,1939273393512529
RAMP 1 FR RP 4 (FR US 29 NB) TO MD200 WB,Ramp,4812808313448640
ORDWAY DR,County,6427921324515832
STONELEIGH CT,County,9839398507659889
BILLMAN LA,County,4772120853162668
KUHL RD,County,153163269748782
EXT FR SUBWAY,UNKNOWN,4800655127140747
BENT TWIG LA,Municipality,323191676618112
HOFFMAN DR,County,1275668178574393
CHENNAULT WAY,County,1709162158878669
LYNNMOOR DR,County,5759233638612012
TEAKWOOD LA,County,5638430380558397
FETLOCK DR,UNKNOWN,7336197654989568
CARRIAGE WALK DR,UNKNOWN,9465155686971774
EXIT #11,UNKNOWN,2669582392907605
THIRTEENTH PL,Municipality,7913388336959555
RAMP 3 FR RAMP 6 (FR IS270) TO MD 187B,Ramp,4594934942697833
NICHOLSON CT (BACK),County,4087639850840623
IS 370 (WBL),UNKNOWN,969592316295297
MILE MARKER 31.0,UNKNOWN,165687296457252
CHATEAU DR,County,46267266229357
ARGOSY DR,Municipality,3592197720969027
REMSBURY PL,County,3046812937381767
IRWIN ST,County,249425503646036
LINCOLN DR,Government,7133001508003856
GARFIELD AVE,County,9860642305702740
YALE PL,Municipality,8031323783819541
MARYWOOD RD,County,1949146194606196
MAPLE RIDGE RD,County,9752108737340323
DEER LAKE RD,County,1926792223098218
SAYBROOKE VIEW DR,Municipality,990190117193961
SWEET SHRUB CIR,UNKNOWN,7664354788402253
CARL ST,Municipality,7564187487939111
CHANDLER RD,County,2175218744551179
FELDON ST,County,4342690850977091
DEERCREST LA,County,4228889007835796
500 TULIP AVE,UNKNOWN,5493212593337672
CARRINGTON HILL DR,Other Public Roadway,2746101656730813
WITHAN DR,County,2517519331301507
VIRGILIA ST,Municipality,6493160754339414
NIGHT SKY DR,UNKNOWN,3071802163503396
MILFORD AVE,County,9091316978013303
ENT TO WESTLAND MIDDLE SCHOOL,County,9389503758782122
ORCHARD DR,Municipality,5791965453251063
BIG WOODS RD,County,9279821755846321
PACIFIC AVE,County,2816573256622979
AUTO PARK AVE,County,2077205644235140
SUNNYACRES RD,County,2167750548035867
TORREY POND PL,County,4524220099151239
W BEXHILL DR,County,6667206049762658
LANDY LA,County,3768403848207213
RAMP 10 FR US 29 SB TO FAIRLAND RD WB,Ramp,9379816367228454
RIDGE MANOR DR,UNKNOWN,8207334986855977
SMOKETREE RD,County,8374576333786523
FARMCREST DR,UNKNOWN,8992381236414759
LONGMEADOW DR,Municipality,4926942752009341
RAMP 8 FR IS 270 SB TO MD 927 WB,Ramp,3130307811655551
WALLINGFORD RD,County,186762640186727
ANDREW CT,County,5787713598438900
ENT TO CONGRESSIONAL PLAZA,UNKNOWN,1363040050314245
SHADY GROVE RD (BACK),County,8445254821403478
WHITESADDLE DR,UNKNOWN,5139902192132214
OFFUTT LA,County,851010765449071
GARRETT PARK RD,Government,4927304157403467
PINEY GLEN LA,County,5521372579232793
CIRCLE GATE DR,UNKNOWN,2901022015657694
BROADMORE CIR,County,8434162231027177
GREAT OAK LA,County,8569231902445128
KENNEDY DR,County,722866303364232
ISLAND CREEK CT,UNKNOWN,5798483832469083
RIVERS EDGE DR,County,1408410374681423
FOREMAN BLVD,UNKNOWN,155096756571700
SEABROOK DR,County,556894007410344
RAMP 4 FR IS 270 NB TO MONTROSE RD EB,Ramp,4776928624201164
STONER DR,County,8062904328054705
BRYANTS NURSERY RD,County,1390888817021886
GRANVILLE DR,County,2099636487886494
RAMP 3 FR IS 495 EB TO MD 185 NB,Ramp,9512096511358850
OXBRIDGE DR,Other Public Roadway,9878604949089268
BUXTON TERR,County,866913627893819
BUBBLING SPRING RD,County,3528479247318253
ENR TO FLOWER HILL SHOPPING,UNKNOWN,910242878169221
DRY RIDGE RD,County,2866588022489579
PINNEBERG AVE,Municipality,6413375127876014
MATTERHORN CT,County,148613995249815
CROSSING CREEK RD,County,6818586154681855
MICHAELS DR,County,7149098154084452
EXIT FR BUSINESS,UNKNOWN,2831401418142681
BELLISON RD,Other Public Roadway,9990976701988446
WEYMOUTH ST,Municipality,4027085361208979
RAYBURN RD,County,8432837710656095
WHEATRIDGE DR,County,9755542982050852
ENT TO STATE PARK,UNKNOWN,9236417170935997
MILLS FARM RD,County,5753505465950262
RAMP 2 FR MD 109 WB TO IS 270 NB,Ramp,1689831147389840
RAMP 8 FR US 29 SB TO E RANDOLPH RD WB,Ramp,9602507256907128
NEWPORT AVE,County,9100274948423401
CORMORANT LA,County,2394986919324616
BLAIR MILL WAY,UNKNOWN,4087689305064886
ARDSLEY CT,County,9606944601333049
UPPERMONT LA,County,2129354249566483
HAVENCREST ST,Municipality,8889642924497640
DANET PL,County,1936843338007596
HOLLYWOOD AVE,County,2504194236584049
SILVER CREST DR,County,2324428790333089
KAKAE DR,County,7921687312045249
SNOWDEN FARM PKWY (AHEAD),County,8985811296347603
KINGSHILL RD,County,2456140853875725
WOODWELL TERR,County,9777097860995004
N NOYES DR,County,154586384219221
CHELTON RD,County,2188062254524453
SPUR FR MD 586,UNKNOWN,3291173601304642
BRAEBURN PL,County,2694069219922073
1300 ERSKINE STREET,UNKNOWN,6648215738225491
FAIR GARDEN LA,County,8528133585922031
WHITE TULIP CT,County,5034554761301427
HECTIC HILL LA,Other Public Roadway,5906244329359293
BALANTRE LA,County,5702496871489560
MILE MARKER 11.0,UNKNOWN,5564758570385402
MILE MARKER 15.0,UNKNOWN,5069412600965814
R/R #CSX 140 487 W,UNKNOWN,6150688899000214
STRUC #M0108 HAWLINGS RIVER,UNKNOWN,5908035808316963
BURNING TREE RD,County,2497563982975434
SWEETBIRCH DR,County,4857578159945724
SEVEN LOCKS RD (AHEAD),Municipality,4658149589874103
ORION CLUB DR,County,1381432922817328
HUFF CT,County,6164656234709418
RAMP 4 FR US 29 NB TO IS 495 EB,Ramp,4826736316525293
HEATHERFORD CT,County,6892162704166973
HOLIDAY DR,County,1383914907386316
REGNID DR,County,4108407455299269
WARTHEN DR,County,2347655906874079
EXIT #8,UNKNOWN,6173701654828561
EDGEBROOK RD,County,4209640288616980
CATTAIL RD,Municipality,4947667458737336
LUZERNE AVE,County,8707635645706481
SOAPSTONE LA,County,4143229745943377
I270 N OFF RAMP,UNKNOWN,2785204455494239
GALENA RD,County,1895710876899964
PROSPECT ST,Municipality,6879721493670617
RAMP 2 FR SHADY GROVE RD WB TO IS 270 NB,Ramp,943433987168290
BARLEYCORN WAY,County,2008202843728792
MIDWAY AVE,Municipality,7265841038862045
FLOWER AVE (BACK),Maryland (State),1318105321771268
BURGESS LA,County,4312010187926084
SWEET MEADOW LA,County,4117443342972371
OLYMPIC ST,County,6012831567929744
PETTIT WAY,County,8575832841544561
ST. CLAIR RD,UNKNOWN,7803627036809189
REDWOOD AVE,County,5040236455538818
ENT TO GEORGETOWN SQUARE,UNKNOWN,6829153251446906
RED EAGLE LA,Other Public Roadway,9734258121119663
LINDEN LA (BACK),County,6001962678225396
GATEWAY TER,UNKNOWN,3951254341375769
VALE ST,County,7506424577837673
VILLAGE GATE DR,County,868715363744692
ENT TO HILLANDALE SHOPPING CENTER,UNKNOWN,7920214827631938
QUINTON RD,County,5213672710094922
HARKNESS LA,County,1210428722712510
KENSINGTON BLVD,County,4754666321565258
LANSDALE CT,UNKNOWN,3428323310089917
GREEN VILLAGE DR,UNKNOWN,2548278813852448
